Stadt;Ortsteil;Straße;Zone;Härtegrad;Natrium;Kalium;Calcium;Magnesium;Chlorid;Nitrat;Sulfat;Anmerkungen;Jahresmittelwerte;Quelle
Heilbronn;;Feyerabendstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Fichtestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Finkenbergstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Finkenbergstraße ab Nr. 19;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Finkenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Fischergasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Flaischlenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Flammerweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Fleiner Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Fliederweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Florian-Geyer-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Floßhafenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Fontanestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Forchenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Forellenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Frankenbacher Straße Nr. 4 und ab Nr. 72;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Frankenbacher Straße Nr. 1-70;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Frankenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Frankfurter Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Frankfurt-Oder-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Franziskanerhof;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Franziska-Schmitt-Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Franz-Lehar-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Franz-Reichle-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Franz-Renner-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Franz-Werfel-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Frauenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Fraunhoferweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Freiligrathstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Frida-Schumacher-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Friedensplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Friedenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Friedhofstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Friedrich-Ackermann-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Friedrich-Dürr-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Friedrich-Ebert-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Friedrich-Naumann-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Friedrich-Niethammer-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Friedrichstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Fritz-Haber-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Fritz-Ulrich-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Fröbelweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Frosch;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Fruchtschuppenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Frundsbergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Fuchsweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Fügerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Fürfelder Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Gabelsbergerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gänsäckerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gaffenberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gartachgaustraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Gartengäßchen;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gartenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gaswerkstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Geibelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gellertstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gemmingergasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Georg-Vogel-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Geranienweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Gerberstraß;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gerhart-Hauptmann-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Geschwister-Scholl-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gildenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Glockengießerhof;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Glockenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Gmelichstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Goerdelerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Görresstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Goethestraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Goethestraße Nr. 1 und 3;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Götzenturmstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Goppeltstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gotenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gottfried-Keller-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gotthold-Stettner-Weg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gottlieb-Daimler-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Grillparzerweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Grimmelshausenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Grimmstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gröberstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Große Bahngasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Großgartacher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Grünewaldstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Gruis’sches Gäßchen;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Grundäckerstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Gruppenbacher Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Güglinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Güldensteinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Güntershof;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Güterbahnhofstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Guido-Hauck-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gundelsheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gustav-Binder-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Gustav-Lohmiller-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Gutbrodweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gutenbergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Gymnasiumstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Haagstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Haberkornstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Habichtstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Habrechtstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hämmerlinggasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Härlestraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hafenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hahnenäckerstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Hahnstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Haigernstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Halbmondstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Haldenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Haller Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Handwerkerhof;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hans-Bauer-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Hans-Baldung-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hans-Holbein-Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hans-Multscher-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hans-Reuter-Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hans-Rießer-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hans-Sachs-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hans-Schweiner-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hans-Seyfer-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hanselmannstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hansjakobstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Happelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Happenbacher Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hartmannweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hasengasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hauffstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hauptstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hausäckerweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hausener Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Havannastraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Haydnstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hebbelstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hechtstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hecken;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Heckenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hefenweiler;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hegelmaierstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hegelstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Heidelberger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heidenrain;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heilbronner Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heiligengasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Heinrich-Bächler-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heinrich-Heine-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Heinrich-Hertz-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Heinrich-Senghaas-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Heinrich-Zille-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heinrichstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heinrieter Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Heisenbergstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Helmholtzstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Helmuth-Hirth-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Herbert-Hoover-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Herbststraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Herderstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hermann-Hesse-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hermann-Löns-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Hermann-Wolf-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hermannstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Herweghstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hessigheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hetensbacher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heuchelbergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Heuholzer Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hieberstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Hinter dem Fleischbeil;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hintertorstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hipfelhofer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hiplerweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hirschstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Hölderlinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hörnlis;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hofgartenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hofmannweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hofstattstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hofweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hofwiesenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hohenloher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hohenstaufenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hohlstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hollandstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Holunderweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Holzstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Homburger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Horkheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hortensienweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hoßäckerweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hünderstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Hünefeldstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hüttenäckerweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hugo-Rümelin-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Humboldtstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Hundsbergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Huttenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ilsfelder Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Iltisweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Im Breitenloch;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Bruch;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Dachlet;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Im Entenseele;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Fleischbeil;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Gässle;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Im Gemmingstal;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Gutedel;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Haselter;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Hinterstahl;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Im Hospitalgrün;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Im Jockele;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Kehle;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Kohlpfad;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Kleinfeldle;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Im Krautgarten;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Kreuzgrund;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Margstall;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Näpfle;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Im Neckargarten;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Im Riedgrund;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Schlegelgrund;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Im Schmalweinberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Stahlbühl;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Sternberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Viehtrieb;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Im Wannental;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Im Weingarten;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Imlinstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Ina-Seidel-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;In den Hecken;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;In der Klinge;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;In der Steig;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Industrieplatz;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Innsbrucker Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Isolde-Kurz-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ittlinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Jägerhaus;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Jägerhausstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Jäkleinstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Jagststraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Jahnstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Jakobgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Jakob-Haspel-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Jakob-Ramm-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Jasminweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Jörg-Metzler-Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Jörg-Ratgeb-Platz;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Jörgstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Johannesburger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Johannisgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Johann-Strauß-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;John-F.-Kennedy-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Joseph-Lanner-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Judengängle;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Käferflugstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kaiser-Friedrich-Platz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kaiserslauterner Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kaiserstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kalistraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kanalstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kantweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kapellenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Kappelstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Karl-Betz-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Karl-Döft-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Karl-Jäger-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Karl-Marx-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Karl-May-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Karl-Wüst-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Karl-Wulle-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Karlsruher Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Karlstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Karmeliterstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kasernengasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kastanienweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kastellstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Katzensteige;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kauffmannstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kaulbachweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kehrhütttenstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Keilstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Keitweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Keltenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
